ts,structure,adx,action,reason,open,high,low,close,entry,sl,tp,rr,balance
2026-05-08T10:15:00+00:00,BULLISH,19.8,NO_TRADE,ADX_TOO_LOW(19.8),88.42,88.47,88.36,88.45,0,0,0,0,100.65
2026-05-08T10:20:00+00:00,BULLISH,19.3,NO_TRADE,ADX_TOO_LOW(19.3),88.45,88.49,88.36,88.48,0,0,0,0,100.65
2026-05-08T10:25:00+00:00,BULLISH,18.4,NO_TRADE,ADX_TOO_LOW(18.4),88.48,88.52,88.42,88.46,0,0,0,0,100.65
2026-05-08T10:30:00+00:00,BULLISH,17.5,NO_TRADE,ADX_TOO_LOW(17.5),88.46,88.61,88.45,88.59,0,0,0,0,100.65
2026-05-08T10:35:00+00:00,BULLISH,16.8,NO_TRADE,ADX_TOO_LOW(16.8),88.59,88.7,88.58,88.64,0,0,0,0,100.65
2026-05-08T10:40:00+00:00,BULLISH,16.5,NO_TRADE,ADX_TOO_LOW(16.5),88.63,88.71,88.59,88.67,0,0,0,0,100.65
2026-05-08T10:45:00+00:00,BULLISH,16.5,NO_TRADE,ADX_TOO_LOW(16.5),88.66,88.7,88.63,88.68,0,0,0,0,100.65
2026-05-08T10:50:00+00:00,BULLISH,16.8,NO_TRADE,ADX_TOO_LOW(16.8),88.68,88.73,88.68,88.71,0,0,0,0,100.65
2026-05-08T10:55:00+00:00,BULLISH,17.7,NO_TRADE,ADX_TOO_LOW(17.7),88.71,89.1,88.6,88.63,0,0,0,0,100.65
2026-05-08T11:00:00+00:00,RANGE,21.5,NO_TRADE,RANGE_STRUCTURE,88.64,88.74,88.58,88.65,0,0,0,0,100.65
2026-05-08T11:05:00+00:00,BULLISH,25.0,NO_TRADE,NO_BREAKOUT,88.66,88.68,88.57,88.58,0,0,0,0,100.65
2026-05-08T11:10:00+00:00,BULLISH,28.0,NO_TRADE,NO_BREAKOUT,88.58,88.59,88.47,88.59,0,0,0,0,100.65
2026-05-08T11:15:00+00:00,BULLISH,28.8,NO_TRADE,NO_BREAKOUT,88.6,88.65,88.56,88.65,0,0,0,0,100.65
2026-05-08T11:20:00+00:00,BULLISH,31.2,NO_TRADE,NO_BREAKOUT,88.65,88.73,88.57,88.68,0,0,0,0,100.65
2026-05-08T11:25:00+00:00,BULLISH,34.0,NO_TRADE,NO_BREAKOUT,88.67,88.7,88.64,88.66,0,0,0,0,100.65
2026-05-08T11:30:00+00:00,RANGE,36.5,NO_TRADE,RANGE_STRUCTURE,88.66,88.69,88.6,88.66,0,0,0,0,100.65
2026-05-08T11:35:00+00:00,RANGE,38.5,NO_TRADE,RANGE_STRUCTURE,88.66,88.7,88.58,88.61,0,0,0,0,100.65
2026-05-08T11:40:00+00:00,RANGE,40.0,NO_TRADE,RANGE_STRUCTURE,88.62,88.64,88.5,88.52,0,0,0,0,100.65
2026-05-08T11:45:00+00:00,RANGE,40.0,NO_TRADE,RANGE_STRUCTURE,88.53,88.66,88.53,88.64,0,0,0,0,100.65
2026-05-08T11:50:00+00:00,RANGE,39.6,NO_TRADE,RANGE_STRUCTURE,88.64,88.7,88.62,88.68,0,0,0,0,100.65
2026-05-08T11:55:00+00:00,RANGE,39.4,NO_TRADE,RANGE_STRUCTURE,88.67,88.68,88.63,88.64,0,0,0,0,100.65
2026-05-08T12:00:00+00:00,RANGE,39.2,NO_TRADE,RANGE_STRUCTURE,88.64,88.72,88.59,88.6,0,0,0,0,100.65
2026-05-08T12:05:00+00:00,RANGE,38.8,NO_TRADE,RANGE_STRUCTURE,88.59,88.67,88.58,88.58,0,0,0,0,100.65
2026-05-08T12:10:00+00:00,RANGE,36.6,NO_TRADE,RANGE_STRUCTURE,88.58,88.62,88.51,88.62,0,0,0,0,100.65
2026-05-08T12:15:00+00:00,RANGE,33.7,NO_TRADE,RANGE_STRUCTURE,88.61,88.65,88.59,88.62,0,0,0,0,100.65
2026-05-08T12:20:00+00:00,RANGE,31.2,NO_TRADE,RANGE_STRUCTURE,88.61,88.62,88.52,88.57,0,0,0,0,100.65
