timestamp_utc,instrument,timeframe,open,high,low,close,volume,p_model_up,p_market_up,tv_recommendation,tv_confidence
2026-05-09T00:50:00Z,XRPUSDT,5m,1.42310000,1.42440000,1.42250000,1.42440000,258981.90000000,0.5772,1.0000,NEUTRAL,0.0
2026-05-09T00:55:00Z,XRPUSDT,5m,1.42430000,1.42520000,1.42350000,1.42480000,239064.20000000,0.5368,1.0000,NEUTRAL,0.0
2026-05-09T01:00:00Z,XRPUSDT,5m,1.42480000,1.42790000,1.42450000,1.42790000,722279.30000000,0.6155,1.0000,NEUTRAL,0.0
2026-05-09T01:05:00Z,XRPUSDT,5m,1.42790000,1.43090000,1.42780000,1.43030000,2617317.90000000,0.6380,1.0000,NEUTRAL,0.0
2026-05-09T01:10:00Z,XRPUSDT,5m,1.43030000,1.43040000,1.42810000,1.42860000,175009.40000000,0.4825,0.8828,NEUTRAL,0.0
2026-05-09T01:15:00Z,XRPUSDT,5m,1.42860000,1.42890000,1.42590000,1.42680000,819472.70000000,0.4072,0.7586,NEUTRAL,0.0
2026-05-09T01:20:00Z,XRPUSDT,5m,1.42670000,1.42720000,1.42560000,1.42590000,273482.40000000,0.4369,0.6857,NEUTRAL,0.0
2026-05-09T01:25:00Z,XRPUSDT,5m,1.42590000,1.42670000,1.42570000,1.42670000,336920.80000000,0.5123,0.7143,NEUTRAL,0.0
2026-05-09T01:30:00Z,XRPUSDT,5m,1.42660000,1.42920000,1.42660000,1.42830000,747934.80000000,0.5700,0.8387,NEUTRAL,0.0
2026-05-09T01:35:00Z,XRPUSDT,5m,1.42840000,1.43120000,1.42820000,1.42980000,426517.60000000,0.5804,0.9587,NEUTRAL,0.0
2026-05-09T01:40:00Z,XRPUSDT,5m,1.42990000,1.43140000,1.42960000,1.43030000,277233.50000000,0.5437,1.0000,NEUTRAL,0.0
2026-05-09T01:45:00Z,XRPUSDT,5m,1.43030000,1.43390000,1.43020000,1.43300000,752356.50000000,0.6029,1.0000,NEUTRAL,0.0
2026-05-09T01:50:00Z,XRPUSDT,5m,1.43300000,1.43500000,1.43280000,1.43420000,322805.10000000,0.5888,1.0000,NEUTRAL,0.0
2026-05-09T01:55:00Z,XRPUSDT,5m,1.43420000,1.43430000,1.43220000,1.43240000,340215.30000000,0.4581,0.8792,NEUTRAL,0.0
2026-05-09T02:00:00Z,XRPUSDT,5m,1.43250000,1.43400000,1.43210000,1.43380000,107106.90000000,0.5174,0.9716,NEUTRAL,0.0
2026-05-09T02:05:00Z,XRPUSDT,5m,1.43380000,1.43420000,1.43280000,1.43370000,155528.20000000,0.5209,0.9632,NEUTRAL,0.0
2026-05-09T02:10:00Z,XRPUSDT,5m,1.43380000,1.43410000,1.43030000,1.43050000,186209.40000000,0.3865,0.7218,NEUTRAL,0.0
