ts,structure,adx,action,reason,open,high,low,close,entry,sl,tp,rr,balance
2026-05-08T17:10:00+00:00,BULLISH,26.3,NO_TRADE,NO_BREAKOUT,89.69,89.82,89.6,89.79,0,0,0,0,100.0
2026-05-08T17:15:00+00:00,BULLISH,26.5,NO_TRADE,INVALID_PLAN(rr=1.0),89.78,90.0,89.76,89.99,0,0,0,0,100.0
2026-05-08T17:20:00+00:00,BULLISH,27.5,NO_TRADE,NO_BREAKOUT,89.99,90.09,89.92,89.97,0,0,0,0,100.0
2026-05-08T17:25:00+00:00,BULLISH,28.9,NO_TRADE,INVALID_PLAN(rr=1.0),89.97,90.34,89.96,90.32,0,0,0,0,100.0
2026-05-08T17:30:00+00:00,BULLISH,30.7,NO_TRADE,INVALID_PLAN(rr=1.0),90.32,91.77,90.32,91.61,0,0,0,0,100.0
2026-05-08T17:35:00+00:00,BULLISH,34.0,PLACE_BUY_STOP,TRADE_PLACED_RR1.0,91.61,91.95,91.47,91.88,91.78812,89.85,93.72624,1.0,100.0
2026-05-08T17:40:00+00:00,BULLISH,37.2,NO_TRADE,NO_BREAKOUT,91.89,91.94,91.48,91.51,0,0,0,0,5.28
2026-05-08T17:45:00+00:00,BULLISH,41.2,NO_TRADE,NO_BREAKOUT,91.52,91.78,91.48,91.76,0,0,0,0,5.28
2026-05-08T17:50:00+00:00,BULLISH,44.9,NO_TRADE,NO_BREAKOUT,91.77,91.83,91.6,91.78,0,0,0,0,5.28
2026-05-08T17:55:00+00:00,BULLISH,48.6,NO_TRADE,NO_BREAKOUT,91.78,91.86,91.52,91.65,0,0,0,0,5.28
2026-05-08T18:00:00+00:00,BULLISH,51.7,NO_TRADE,NO_BREAKOUT,91.66,92.04,91.65,91.77,0,0,0,0,5.28
2026-05-08T18:05:00+00:00,BULLISH,55.3,NO_TRADE,NO_BREAKOUT,91.78,91.81,91.7,91.77,0,0,0,0,5.28
2026-05-08T18:10:00+00:00,BULLISH,59.0,NO_TRADE,NO_BREAKOUT,91.78,91.91,91.77,91.89,0,0,0,0,5.28
2026-05-08T18:15:00+00:00,BULLISH,62.3,NO_TRADE,INVALID_PLAN(rr=1.0),91.89,92.28,91.79,92.14,0,0,0,0,5.28
2026-05-08T18:20:00+00:00,BULLISH,65.7,NO_TRADE,INVALID_PLAN(rr=1.0),92.13,92.34,92.1,92.26,0,0,0,0,5.28
2026-05-08T18:25:00+00:00,BULLISH,69.7,NO_TRADE,NO_BREAKOUT,92.26,92.42,92.18,92.3,0,0,0,0,5.28
2026-05-08T18:30:00+00:00,BULLISH,72.9,NO_TRADE,INVALID_PLAN(rr=1.0),92.29,92.56,92.26,92.48,0,0,0,0,5.28
2026-05-08T18:35:00+00:00,BULLISH,75.9,NO_TRADE,NO_BREAKOUT,92.49,92.56,92.31,92.54,0,0,0,0,5.28
2026-05-08T18:40:00+00:00,BULLISH,78.2,NO_TRADE,NO_ZONE,92.53,92.55,92.26,92.31,0,0,0,0,5.28
2026-05-08T18:45:00+00:00,BULLISH,78.2,NO_TRADE,NO_BREAKOUT,92.31,92.46,92.29,92.34,0,0,0,0,5.28
2026-05-08T18:50:00+00:00,BULLISH,78.1,NO_TRADE,INVALID_PLAN(rr=1.0),92.35,92.55,92.32,92.46,0,0,0,0,5.28
2026-05-08T18:55:00+00:00,BULLISH,78.2,NO_TRADE,NO_BREAKOUT,92.46,92.47,92.29,92.32,0,0,0,0,5.28
2026-05-08T19:00:00+00:00,BULLISH,77.9,NO_TRADE,NO_BREAKOUT,92.32,92.32,92.04,92.07,0,0,0,0,5.28
2026-05-08T19:05:00+00:00,RANGE,75.8,NO_TRADE,RANGE_STRUCTURE,92.07,92.47,92.07,92.4,0,0,0,0,5.28
2026-05-08T19:10:00+00:00,BEARISH,74.5,NO_TRADE,NO_BREAKOUT,92.41,92.45,92.35,92.4,0,0,0,0,5.28
2026-05-08T19:15:00+00:00,BEARISH,73.0,NO_TRADE,NO_BREAKOUT,92.41,92.75,92.41,92.69,0,0,0,0,5.28
2026-05-08T19:20:00+00:00,BEARISH,72.1,NO_TRADE,NO_BREAKOUT,92.69,92.77,92.5,92.5,0,0,0,0,5.28
2026-05-08T19:25:00+00:00,RANGE,71.1,NO_TRADE,RANGE_STRUCTURE,92.5,92.76,92.5,92.75,0,0,0,0,5.28
