ts,session,structure,action,reason,open,high,low,close,entry,sl,tp,rr,balance
2026-05-07T20:50:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.26,88.28,88.14,88.14,0,0,0,0,104.0
2026-05-07T20:55:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.14,88.14,88.04,88.07,0,0,0,0,104.0
2026-05-07T21:00:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.07,88.13,88.02,88.13,0,0,0,0,104.0
2026-05-07T21:05:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.13,88.14,87.67,87.68,0,0,0,0,104.0
2026-05-07T21:10:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,87.68,87.97,87.67,87.89,0,0,0,0,104.0
2026-05-07T21:15:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,87.88,88.09,87.79,88.08,0,0,0,0,104.0
2026-05-07T21:20:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.08,88.1,87.9,88.05,0,0,0,0,104.0
2026-05-07T21:25:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.05,88.17,88.05,88.14,0,0,0,0,104.0
2026-05-07T21:30:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.14,88.23,88.08,88.18,0,0,0,0,104.0
2026-05-07T21:35:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.18,88.23,88.11,88.15,0,0,0,0,104.0
2026-05-07T21:40:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.15,88.16,87.98,88.0,0,0,0,0,104.0
2026-05-07T21:45:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.0,88.1,87.98,88.07,0,0,0,0,104.0
2026-05-07T21:50:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.08,88.08,88.0,88.06,0,0,0,0,104.0
2026-05-07T21:55:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.05,88.1,87.95,87.97,0,0,0,0,104.0
2026-05-07T22:00:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,87.97,87.98,87.78,87.78,0,0,0,0,104.0
2026-05-07T22:05:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,87.77,87.86,87.68,87.83,0,0,0,0,104.0
2026-05-07T22:10:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,87.83,88.0,87.72,87.95,0,0,0,0,104.0
2026-05-07T22:15:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,87.96,88.08,87.93,88.08,0,0,0,0,104.0
2026-05-07T22:20:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.07,88.22,88.07,88.14,0,0,0,0,104.0
2026-05-07T22:25:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.14,88.18,88.02,88.02,0,0,0,0,104.0
2026-05-07T22:30:00+00:00,CRYPTO,BEARISH,NO_TRADE,NO_BREAKOUT,88.03,88.13,87.8,87.8,0,0,0,0,104.0
2026-05-07T22:35:00+00:00,CRYPTO,BEARISH,NO_TRADE,NO_BREAKOUT,87.81,87.94,87.81,87.92,0,0,0,0,104.0
2026-05-07T22:40:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,87.92,87.98,87.87,87.88,0,0,0,0,104.0
2026-05-07T22:45:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,87.88,88.0,87.88,87.99,0,0,0,0,104.0
2026-05-07T22:50:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,87.98,88.09,87.98,88.09,0,0,0,0,104.0
2026-05-07T22:55:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.09,88.17,88.06,88.1,0,0,0,0,104.0
2026-05-07T23:00:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.09,88.25,88.06,88.23,0,0,0,0,104.0
2026-05-07T23:05:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.23,88.28,88.18,88.28,0,0,0,0,104.0
2026-05-07T23:10:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.28,88.29,88.18,88.22,0,0,0,0,104.0
2026-05-07T23:15:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.22,88.28,88.09,88.1,0,0,0,0,104.0
2026-05-07T23:20:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.09,88.26,88.09,88.23,0,0,0,0,104.0
2026-05-07T23:25:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.22,88.36,88.22,88.24,0,0,0,0,104.0
