timestamp_utc,instrument,timeframe,action,reason_code,p_model_up,p_market_up,tv_recommendation,tv_confidence,edge,atr,adx,stake,equity
2026-05-07T13:25:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4104,0.1512,NEUTRAL,0.0,0.0,0.20783775,23.925818,0.0,76.15
2026-05-07T13:30:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4047,0.0581,NEUTRAL,0.0,0.0,0.20942077,24.662831,0.0,76.15
2026-05-07T13:35:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.382,0.0,NEUTRAL,0.0,0.0,0.21374786,25.507992,0.0,76.15
2026-05-07T13:40:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4129,0.0,NEUTRAL,0.0,0.0,0.21205158,26.454072,0.0,76.15
2026-05-07T13:45:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.2827,0.0,NEUTRAL,0.0,0.0,0.24333361,28.612466,0.0,76.15
2026-05-07T13:50:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4577,0.0714,NEUTRAL,0.0,0.0,0.24880978,30.61669,0.0,76.15
2026-05-07T13:55:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5282,0.0741,NEUTRAL,0.0,0.0,0.2438948,32.270709,0.0,76.15
2026-05-07T14:00:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4379,0.0,NEUTRAL,0.0,0.0,0.24218803,34.012224,0.0,76.15
2026-05-07T14:05:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.469,0.0,NEUTRAL,0.0,0.0,0.23774602,35.710242,0.0,76.15
2026-05-07T14:10:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6744,0.2313,NEUTRAL,0.0,0.0,0.24647845,35.54445,0.0,76.15
2026-05-07T14:15:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3955,0.0,NEUTRAL,0.0,0.0,0.25744428,35.566555,0.0,76.15
2026-05-07T14:20:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3927,0.0,NEUTRAL,0.0,0.0,0.25048397,35.734342,0.0,76.15
2026-05-07T14:25:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4831,0.0,NEUTRAL,0.0,0.0,0.24330654,35.755619,0.0,76.15
2026-05-07T14:30:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3243,0.0,NEUTRAL,0.0,0.0,0.25235608,36.578454,0.0,76.15
2026-05-07T14:35:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3011,0.0,NEUTRAL,0.0,0.0,0.26290207,38.042857,0.0,76.15
2026-05-07T14:40:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4489,0.0064,NEUTRAL,0.0,0.0,0.26126621,39.40266,0.0,76.15
2026-05-07T14:45:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5539,0.0699,NEUTRAL,0.0,0.0,0.25903291,39.953091,0.0,76.15
2026-05-07T14:50:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6048,0.1678,NEUTRAL,0.0,0.0,0.25481627,39.79183,0.0,76.15
2026-05-07T14:55:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4887,0.1049,NEUTRAL,0.0,0.0,0.25375797,39.777252,0.0,76.15
2026-05-07T15:00:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5425,0.1888,NEUTRAL,0.0,0.0,0.25420383,39.571811,0.0,76.15
2026-05-07T15:05:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6526,0.384,NEUTRAL,0.0,0.0,0.26533212,38.40765,0.0,76.15
2026-05-07T15:10:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4915,0.3077,NEUTRAL,0.0,0.0,0.26066554,37.26804,0.0,76.15
2026-05-07T15:15:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3241,0.11,NEUTRAL,0.0,0.0,0.27133229,36.904292,0.0,76.15
2026-05-07T15:20:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3779,0.0215,NEUTRAL,0.0,0.0,0.27052284,37.11729,0.0,76.15
2026-05-07T15:25:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4972,0.0682,NEUTRAL,0.0,0.0,0.27762835,37.623264,0.0,76.15
2026-05-07T15:30:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6642,0.375,NEUTRAL,0.0,0.0,0.28279776,36.865835,0.0,76.15
2026-05-07T15:35:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.599,0.4205,NEUTRAL,0.0,0.0,0.27474077,35.640056,0.0,76.15
2026-05-07T15:40:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5396,0.4773,NEUTRAL,0.0,0.0,0.26725929,34.345665,0.0,76.15
2026-05-07T15:45:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5706,0.5909,NEUTRAL,0.0,0.0,0.25745505,32.981808,0.0,76.15
2026-05-07T15:50:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4887,0.5114,NEUTRAL,0.0,0.0,0.25335112,31.439881,0.0,76.15
2026-05-07T15:55:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4066,0.5926,NEUTRAL,0.0,0.0,0.25382604,30.662498,0.0,76.15
2026-05-07T16:00:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4689,0.6346,NEUTRAL,0.0,0.0,0.25283847,29.881127,0.0,76.15
2026-05-07T16:05:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4972,0.6154,NEUTRAL,0.0,0.0,0.25120715,29.661447,0.0,76.15
2026-05-07T16:10:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5141,0.6731,NEUTRAL,0.0,0.0,0.2475495,29.326972,0.0,76.15
2026-05-07T16:15:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3951,0.2885,NEUTRAL,0.0,0.0,0.24986739,29.366091,0.0,76.15
2026-05-07T16:20:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6412,0.9608,NEUTRAL,0.0,0.0,0.25916257,28.315248,0.0,76.15
2026-05-07T16:25:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.7114,1.0,NEUTRAL,0.0,0.0,0.25922239,26.395785,0.0,76.15
2026-05-07T16:30:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4718,0.7794,NEUTRAL,0.0,0.0,0.25784936,24.801775,0.0,76.15
2026-05-07T16:35:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4067,0.6471,NEUTRAL,0.0,0.0,0.25371727,23.674961,0.0,76.15
2026-05-07T16:40:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5085,0.7353,NEUTRAL,0.0,0.0,0.2455946,22.576186,0.0,76.15
2026-05-07T16:45:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6015,0.9559,NEUTRAL,0.0,0.0,0.24590927,21.264532,0.0,76.15
2026-05-07T16:50:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4915,0.8235,NEUTRAL,0.0,0.0,0.24263004,20.046568,0.0,76.15
2026-05-07T16:55:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3897,0.6029,NEUTRAL,0.0,0.0,0.24958504,19.235698,0.0,76.15
2026-05-07T17:00:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4802,0.6618,NEUTRAL,0.0,0.0,0.24818611,18.482748,0.0,76.15
2026-05-07T17:05:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5113,0.6406,NEUTRAL,0.0,0.0,0.24474424,17.446683,0.0,76.15
2026-05-07T17:10:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5621,0.7818,NEUTRAL,0.0,0.0,0.24083394,16.537628,0.0,76.15
2026-05-07T17:15:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3556,0.2182,NEUTRAL,0.0,0.0,0.24863151,16.537073,0.0,76.15
2026-05-07T17:20:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5141,0.5455,NEUTRAL,0.0,0.0,0.24872926,16.628738,0.0,76.15
2026-05-07T17:25:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3923,0.0364,NEUTRAL,0.0,0.0,0.27739146,17.758363,0.0,76.15
2026-05-07T17:30:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5509,0.4545,NEUTRAL,0.0,0.0,0.27829207,18.8073,0.0,76.15
2026-05-07T17:35:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6102,0.6,NEUTRAL,0.0,0.0,0.26984264,18.95861,0.0,76.15
2026-05-07T17:40:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5283,0.6182,NEUTRAL,0.0,0.0,0.25699673,18.966362,0.0,76.15
2026-05-07T17:45:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4689,0.5091,NEUTRAL,0.0,0.0,0.25149697,19.415403,0.0,76.15
2026-05-07T17:50:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5339,0.6727,NEUTRAL,0.0,0.0,0.24281861,19.83237,0.0,76.15
2026-05-07T17:55:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.683,1.0,NEUTRAL,0.0,0.0,0.25404585,18.683915,0.0,76.15
2026-05-07T18:00:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6462,1.0,NEUTRAL,0.0,0.0,0.25018544,18.130787,0.0,76.15
2026-05-07T18:05:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4887,0.8933,NEUTRAL,0.0,0.0,0.24160076,17.617167,0.0,76.15
2026-05-07T18:10:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4662,0.8667,NEUTRAL,0.0,0.0,0.23505785,16.404574,0.0,76.15
2026-05-07T18:15:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4831,0.84,NEUTRAL,0.0,0.0,0.22683943,15.541392,0.0,76.15
2026-05-07T18:20:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5394,0.9467,NEUTRAL,0.0,0.0,0.22063662,14.899565,0.0,76.15
2026-05-07T18:25:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5113,0.92,NEUTRAL,0.0,0.0,0.21201971,14.467424,0.0,76.15
2026-05-07T18:30:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5506,1.0,NEUTRAL,0.0,0.0,0.21116116,14.593403,0.0,76.15
2026-05-07T18:35:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5281,1.0,NEUTRAL,0.0,0.0,0.20750679,14.710383,0.0,76.15
2026-05-07T18:40:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3082,0.5696,NEUTRAL,0.0,0.0,0.22125631,14.228955,0.0,76.15
2026-05-07T18:45:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3021,0.3418,NEUTRAL,0.0,0.0,0.22545229,14.486885,0.0,76.15
2026-05-07T18:50:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4095,0.2532,NEUTRAL,0.0,0.0,0.22363427,15.440726,0.0,76.15
2026-05-07T18:55:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5988,0.519,NEUTRAL,0.0,0.0,0.23266039,14.779807,0.0,76.15
2026-05-07T19:00:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4406,0.2532,NEUTRAL,0.0,0.0,0.23389893,14.209466,0.0,76.15
2026-05-07T19:05:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4463,0.2658,NEUTRAL,0.0,0.0,0.22719187,13.860441,0.0,76.15
2026-05-07T19:10:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5988,0.3051,NEUTRAL,0.0,0.0,0.22953531,12.975396,0.0,76.15
2026-05-07T19:15:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4066,0.0,NEUTRAL,0.0,0.0,0.23671136,12.332521,0.0,76.15
2026-05-07T19:20:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4179,0.0,NEUTRAL,0.0,0.0,0.23051769,11.735566,0.0,76.15
2026-05-07T19:25:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5,0.0147,NEUTRAL,0.0,0.0,0.22333785,11.438047,0.0,76.15
2026-05-07T19:30:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5876,0.2353,NEUTRAL,0.0,0.0,0.21952801,10.70634,0.0,76.15
2026-05-07T19:35:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6439,0.5,NEUTRAL,0.0,0.0,0.22099029,10.913001,0.0,76.15
2026-05-07T19:40:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5113,0.3971,NEUTRAL,0.0,0.0,0.2187767,11.495707,0.0,76.15
2026-05-07T19:45:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5028,0.4559,NEUTRAL,0.0,0.0,0.21100693,11.786592,0.0,76.15
2026-05-07T19:50:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3982,0.1618,NEUTRAL,0.0,0.0,0.2266493,10.976966,0.0,76.15
2026-05-07T19:55:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4774,0.25,NEUTRAL,0.0,0.0,0.22117435,10.225171,0.0,76.15
2026-05-07T20:00:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6466,0.5882,NEUTRAL,0.0,0.0,0.24180475,11.114554,0.0,76.15
2026-05-07T20:05:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5479,0.5441,NEUTRAL,0.0,0.0,0.2338187,11.94041,0.0,76.15
2026-05-07T20:10:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4351,0.3971,NEUTRAL,0.0,0.0,0.22711736,12.522199,0.0,76.15
2026-05-07T20:15:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4378,0.3088,NEUTRAL,0.0,0.0,0.21946612,12.571907,0.0,76.15
2026-05-07T20:20:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5169,0.675,NEUTRAL,0.0,0.0,0.21521854,12.435512,0.0,76.15
2026-05-07T20:25:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5226,0.7,NEUTRAL,0.0,0.0,0.20770293,12.30886,0.0,76.15
2026-05-07T20:30:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.418,0.325,NEUTRAL,0.0,0.0,0.20429558,11.797971,0.0,76.15
2026-05-07T20:35:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.3441,0.0,NEUTRAL,0.0,0.0,0.21041732,11.866833,0.0,76.15
2026-05-07T20:40:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.449,0.0213,NEUTRAL,0.0,0.0,0.20395894,12.028648,0.0,76.15
2026-05-07T20:45:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5255,0.1064,NEUTRAL,0.0,0.0,0.19939045,12.330669,0.0,76.15
2026-05-07T20:50:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4433,0.0,NEUTRAL,0.0,0.0,0.19514827,12.538007,0.0,76.15
2026-05-07T20:55:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4262,0.0,NEUTRAL,0.0,0.0,0.18835197,13.2549,0.0,76.15
2026-05-07T21:00:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5142,0.0984,NEUTRAL,0.0,0.0,0.1827554,14.021858,0.0,76.15
2026-05-07T21:05:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.2605,0.0,NEUTRAL,0.0,0.0,0.20327287,16.126941,0.0,76.15
2026-05-07T21:10:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4915,0.21,NEUTRAL,0.0,0.0,0.21018195,18.081661,0.0,76.15
2026-05-07T21:15:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.6675,0.4,NEUTRAL,0.0,0.0,0.21659753,18.947925,0.0,76.15
2026-05-07T21:20:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5369,0.37,NEUTRAL,0.0,0.0,0.21541199,19.675681,0.0,76.15
2026-05-07T21:25:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5425,0.46,NEUTRAL,0.0,0.0,0.20859685,19.81203,0.0,76.15
2026-05-07T21:30:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.5482,0.5,NEUTRAL,0.0,0.0,0.20441136,19.493839,0.0,76.15
2026-05-07T21:35:00+00:00,SOLUSDT,5m,NO_TRADE,STREAK_PAUSE,0.4943,0.47,NEUTRAL,0.0,0.0,0.19838197,19.198377,0.0,76.15
